ID_Cliente;Segmento;Regiao;Pais;ID_Produto;Categoria;Quantidade_Produtos;Valor_Venda
CS-12460;Consumidor;North Rhine-Westphalia;Germany;FUR-TA-10003268;Moveis;3;876,681
TA-21385;Home Office;New York;United States;TEC-CO-10004722;Tecnologia;4;11199,968
HL-15040;Consumidor;National Capital;Philippines;TEC-MA-10002827;Tecnologia;3;569,97
BE-11335;Home Office;Michoacán;Mexico;TEC-PH-10004871;Tecnologia;4;220,24
SC-20020;Consumidor;Texas;United States;TEC-MA-10001972;Tecnologia;2;418,8
CC-12220;Consumidor;Pennsylvania;United States;TEC-PH-10000673;Tecnologia;14;545,916
MG-7650;Home Office;Gauteng;South Africa;OFF-BRE-10003295;Suprimentos;1;301,71
EH-13765;Corporativo;Stockholm;Sweden;FUR-BO-10004199;Moveis;5;359,475
MR-17545;Home Office;San Luis Potosí;Mexico;TEC-MA-10003953;Tecnologia;6;1226,52
JE-15745;Consumidor;Jawa Timur;Indonesia;TEC-CO-10000865;Tecnologia;2;589,1364
CM-12235;Consumidor;San Salvador;El Salvador;TEC-CO-10002009;Tecnologia;2;501,67464
MO-17500;Consumidor;Limburg;Netherlands;TEC-CO-10002323;Tecnologia;6;781,47
SC-20230;Corporativo;Henan;China;TEC-CO-10001703;Tecnologia;2;379,38
CB-2415;Consumidor;Baghdad;Iraq;FUR-OFF-10001224;Moveis;1;173,94
CK-2760;Corporativo;Thies;Senegal;OFF-ELD-10000151;Suprimentos;4;511,56
BP-1050;Corporativo;Chelyabinsk;Russia;FUR-BAR-10003532;Moveis;1;904,65
BG-11695;Corporativo;Illinois;United States;FUR-CH-10004853;Moveis;8;845,488
DB-13210;Consumidor;Panama;Panama;FUR-CH-10004095;Moveis;3;556,704
SC-20695;Corporativo;Colima;Mexico;OFF-AR-10002706;Suprimentos;5;169,1
FM-14290;Home Office;Pernambuco;Brazil;FUR-BO-10001969;Moveis;5;560,1
CA-12265;Consumidor;Guatemala;Guatemala;OFF-ST-10003459;Suprimentos;5;426,4
FH-14275;Corporativo;New York;United States;TEC-PH-10002200;Tecnologia;2;430,88
AG-330;Consumidor;Kassala;Sudan;FUR-OFF-10002486;Moveis;4;212,04
EG-13900;Consumidor;Jalisco;Mexico;TEC-CO-10002063;Tecnologia;2;395,32776
MK-8160;Consumidor;Al Qahirah;Egypt;OFF-SAN-10001542;Suprimentos;8;271,68
SC-20770;Corporativo;England;United Kingdom;TEC-CO-10000775;Tecnologia;4;674,4
PM-9135;Home Office;Western Cape;South Africa;TEC-NOK-10001678;Tecnologia;2;339,18
SC-20440;Corporativo;Artemisa;Cuba;FUR-BO-10002679;Moveis;4;333,6
RR-19315;Consumidor;Jambi;Indonesia;FUR-CH-10001138;Moveis;3;375,6069
NC-18340;Consumidor;Heilongjiang;China;OFF-ST-10003020;Suprimentos;2;409,26
AG-525;Corporativo;Ruvuma;Tanzania;TEC-CIS-10001661;Tecnologia;2;273,456
HW-14935;Corporativo;Australian Capital Territory;Australia;TEC-MA-10000199;Tecnologia;4;747
CD-11920;Consumidor;Phnom Penh;Cambodia;TEC-CO-10001482;Tecnologia;2;245,22
AH-10585;Consumidor;Washington;United States;TEC-PH-10000526;Tecnologia;5;383,96
JE-15715;Consumidor;North Carolina;United States;FUR-CH-10000847;Moveis;3;698,352
NC-8625;Corporativo;Nzérékoré;Guinea;TEC-BRO-10003555;Tecnologia;2;291
MG-17650;Home Office;Michigan;United States;TEC-PH-10002103;Tecnologia;7;657,93
CW-1905;Home Office;Nord-Ouest;Cameroon;OFF-ELD-10002297;Suprimentos;2;395,82
LT-16765;Consumidor;Managua;Nicaragua;FUR-CH-10001490;Moveis;3;920,4
EH-14005;Home Office;San Salvador;El Salvador;OFF-AP-10004063;Suprimentos;2;718,72
GZ-14470;Consumidor;Baden-Württemberg;Germany;OFF-AP-10003298;Suprimentos;6;377,46
PB-19210;Corporativo;England;United Kingdom;TEC-AC-10001056;Tecnologia;2;517,92
EJ-14155;Consumidor;Bay of Plenty;New Zealand;OFF-ST-10000003;Suprimentos;6;330,84
AH-10030;Corporativo;California;United States;TEC-PH-10003505;Tecnologia;9;668,16
LC-17140;Consumidor;Virginia;United States;FUR-FU-10003664;Moveis;3;286,38
CS-12250;Corporativo;Ile-de-France;France;OFF-AR-10004492;Suprimentos;6;322,2
KB-6315;Consumidor;Katanga;Democratic Republic of the Congo;OFF-ROG-10002294;Suprimentos;2;284,16
PS-18760;Consumidor;North Rhine-Westphalia;Germany;FUR-BO-10001621;Moveis;3;326,835
SW-20755;Corporativo;Jalisco;Mexico;TEC-PH-10002387;Tecnologia;5;486,6
SS-20515;Home Office;England;United Kingdom;OFF-ST-10004695;Suprimentos;5;617,895
SG-10470;Consumidor;Lagunes;Cote d'Ivoire;OFF-ROG-10003898;Suprimentos;2;423,3
BG-11695;Corporativo;Panama;Panama;TEC-CO-10003370;Tecnologia;6;311,29488
CM-12715;Corporativo;Heilongjiang;China;FUR-BO-10001708;Moveis;3;454,5
AR-10825;Corporativo;Baden-Württemberg;Germany;FUR-CH-10002782;Moveis;1;422,928
MF-8250;Corporativo;Volyn;Ukraine;TEC-KON-10004735;Tecnologia;4;694,32
GH-14665;Consumidor;Heilongjiang;China;TEC-AC-10000221;Tecnologia;5;581,55
TC-21475;Home Office;Karnataka;India;FUR-CH-10001477;Moveis;4;215,64
MO-7950;Consumidor;Fès-Boulemane;Morocco;OFF-HAM-10003663;Suprimentos;1;541,77
DS-13030;Home Office;Rio Grande do Sul;Brazil;FUR-FU-10004790;Moveis;10;344
RF-19345;Corporativo;Francisco Morazán;Honduras;FUR-TA-10002982;Moveis;5;254,19
PG-18895;Consumidor;Ile-de-France;France;TEC-MA-10000461;Tecnologia;2;524,178
PT-9090;Consumidor;'Amman;Jordan;FUR-ELD-10001163;Moveis;8;918,96
SS-20590;Consumidor;Ile-de-France;France;FUR-FU-10000468;Moveis;9;973,35
ES-14080;Corporativo;Nord-Pas-de-Calais;France;FUR-BO-10001010;Moveis;5;560,655
TC-21295;Consumidor;North Holland;Netherlands;OFF-AP-10002330;Suprimentos;2;543,09
EM-14065;Consumidor;South Australia;Australia;TEC-AC-10002533;Tecnologia;2;206,28
KM-16720;Consumidor;Nevada;United States;FUR-CH-10003312;Moveis;3;674,352
JF-5415;Consumidor;Gauteng;South Africa;OFF-FEL-10002658;Suprimentos;2;113,82
RL-19615;Consumidor;Lazio;Italy;OFF-AR-10002681;Suprimentos;6;304,38
CS-11950;Consumidor;Washington;United States;FUR-CH-10002758;Moveis;3;585,552
MP-17470;Home Office;Texas;United States;OFF-EN-10002230;Suprimentos;5;335,72
SC-20440;Corporativo;Santa Ana;El Salvador;TEC-AC-10001765;Tecnologia;3;228,78
TP-21565;Corporativo;Oregon;United States;FUR-CH-10000229;Moveis;3;650,352
JM-15250;Consumidor;Victoria;Australia;FUR-BO-10003887;Moveis;4;613,224
JF-15415;Consumidor;Liaoning;China;TEC-PH-10004618;Tecnologia;4;519,48
BT-11305;Home Office;California;United States;OFF-AP-10001391;Suprimentos;3;270,72
TG-21640;Consumidor;Vienna;Austria;OFF-AP-10003909;Suprimentos;4;387,96
DB-13405;Consumidor;Rajasthan;India;TEC-CO-10002197;Tecnologia;2;382,14
FC-14335;Corporativo;New Mexico;United States;OFF-AR-10000937;Suprimentos;7;255,85
AA-10315;Consumidor;England;United Kingdom;TEC-PH-10003960;Tecnologia;3;369,9
TS-21340;Consumidor;São Paulo;Brazil;OFF-ST-10004835;Suprimentos;5;454,6
SC-20305;Consumidor;Jawa Tengah;Indonesia;TEC-CO-10001166;Tecnologia;2;230,5098
TG-21310;Consumidor;Poitou-Charentes;France;OFF-ST-10002175;Suprimentos;3;559,872
CM-1830;Corporativo;Prahova;Romania;FUR-HON-10001689;Moveis;1;459,39
JE-15715;Consumidor;England;United Kingdom;TEC-CO-10002242;Tecnologia;4;771,72
CM-12190;Consumidor;Minnesota;United States;FUR-TA-10004915;Moveis;2;607,52
CA-12265;Consumidor;Singapore;Singapore;OFF-AP-10001299;Suprimentos;3;837,63
PO-18865;Consumidor;Chittagong;Bangladesh;FUR-BO-10002682;Moveis;4;595,92
JM-15535;Consumidor;Pennsylvania;United States;TEC-AC-10004353;Tecnologia;5;252
NR-18550;Consumidor;Huehuetenango;Guatemala;OFF-ST-10004532;Suprimentos;5;447,2
MR-17545;Home Office;Mecklenburg-Vorpommern;Germany;TEC-CO-10000854;Tecnologia;4;576,72
LS-16945;Corporativo;Colorado;United States;FUR-CH-10002331;Moveis;3;854,352
DJ-13510;Corporativo;Campania;Italy;TEC-CO-10001628;Tecnologia;4;478,56
TS-21340;Consumidor;Guangdong;China;OFF-ST-10002395;Suprimentos;3;634,95
EH-4185;Consumidor;Maputo;Mozambique;TEC-CAN-10001853;Tecnologia;2;633,18
HF-4995;Consumidor;Diyarbakir;Turkey;OFF-TEN-10002835;Suprimentos;4;327,408
VS-21820;Consumidor;Alagoas;Brazil;TEC-MA-10003757;Tecnologia;4;703,04
TH-21115;Corporativo;Vienna;Austria;TEC-MA-10003923;Tecnologia;5;615,15
MG-17875;Home Office;New York;United States;OFF-AP-10003779;Suprimentos;1;207,48
MZ-17515;Corporativo;Berlin;Germany;TEC-CO-10000119;Tecnologia;1;271,242
KH-16330;Corporativo;New South Wales;Australia;TEC-CO-10003924;Tecnologia;3;862,812
LB-6795;Home Office;Kharkiv;Ukraine;OFF-HON-10002389;Suprimentos;14;157,5
DK-13090;Consumidor;Liaoning;China;FUR-CH-10004491;Moveis;2;340,86
EH-13990;Consumidor;Georgia;United States;TEC-AC-10003628;Tecnologia;5;149,95
JH-16180;Consumidor;New York;United States;FUR-CH-10000422;Moveis;4;327,564
EM-14140;Home Office;Zulia;Venezuela;OFF-AP-10003588;Suprimentos;5;1054,02
JB-15400;Corporativo;Coahuila;Mexico;OFF-EN-10002122;Suprimentos;4;108,56
ES-14020;Consumidor;Ile-de-France;France;TEC-PH-10004450;Tecnologia;9;625,3875
CJ-11875;Corporativo;Queensland;Australia;TEC-PH-10004544;Tecnologia;3;350,406
JD-15895;Corporativo;Campania;Italy;TEC-PH-10002419;Tecnologia;11;545,094
DR-12940;Home Office;Uttarakhand;India;TEC-AC-10003989;Tecnologia;3;172,62
CC-12475;Consumidor;Guangdong;China;TEC-MA-10003975;Tecnologia;2;161,94
MJ-17740;Consumidor;California;United States;OFF-AP-10001242;Suprimentos;3;241,44
AS-10240;Consumidor;National Capital;Philippines;FUR-FU-10002362;Moveis;4;135,09
BD-11320;Consumidor;Henan;China;FUR-BO-10002000;Moveis;2;822,42
LW-16825;Corporativo;Auckland;New Zealand;OFF-EN-10002061;Suprimentos;14;320,544
AA-10375;Consumidor;Nebraska;United States;TEC-AC-10004901;Tecnologia;3;149,97
NF-18475;Home Office;Bremen;Germany;TEC-MA-10002779;Tecnologia;3;354,15
BF-11170;Home Office;Zhejiang;China;FUR-BO-10002444;Moveis;2;780,3
KF-6285;Home Office;Mures;Romania;OFF-BRE-10003558;Suprimentos;1;517,47
EM-13960;Consumidor;Guanajuato;Mexico;FUR-CH-10001270;Moveis;12;847,872
CG-12520;Consumidor;Provence-Alpes-Côte d'Azur;France;TEC-MA-10002864;Tecnologia;5;215,475
ND-18460;Corporativo;England;United Kingdom;TEC-CO-10003228;Tecnologia;7;1843,17
BF-11020;Corporativo;Texas;United States;TEC-CO-10001943;Tecnologia;2;319,984
PO-18850;Consumidor;Chihuahua;Mexico;TEC-PH-10001264;Tecnologia;4;405,12
RH-19555;Consumidor;Santo Domingo;Dominican Republic;FUR-BO-10004113;Moveis;4;699,744
Dp-13240;Home Office;Bogota;Colombia;TEC-MA-10001859;Tecnologia;2;358
LS-16975;Home Office;Madhya Pradesh;India;OFF-ST-10004060;Suprimentos;3;621,99
LP-17095;Consumidor;Chaguanas;Trinidad and Tobago;TEC-PH-10002292;Tecnologia;2;204,16
PR-18880;Consumidor;Western Australia;Australia;OFF-AR-10003957;Suprimentos;5;228,285
DR-12880;Corporativo;Oregon;United States;TEC-PH-10003691;Tecnologia;4;403,168
DH-13075;Corporativo;Rhône-Alpes;France;TEC-CO-10003228;Tecnologia;2;447,627
GZ-14545;Corporativo;Baja California;Mexico;TEC-PH-10004888;Tecnologia;2;222,56
BS-11800;Home Office;England;United Kingdom;OFF-ST-10002175;Suprimentos;3;559,872
CM-12190;Consumidor;New York;United States;TEC-PH-10002583;Tecnologia;6;119,94
JR-16210;Corporativo;Indiana;United States;OFF-BI-10004519;Suprimentos;3;497,94
MC-17575;Consumidor;Goiás;Brazil;FUR-FU-10002422;Moveis;7;271,46
JK-15730;Consumidor;Norte de Santander;Colombia;OFF-ST-10002251;Suprimentos;5;189,7
MF-18250;Corporativo;National Capital;Philippines;FUR-BO-10004806;Moveis;6;582,894
GK-14620;Corporativo;Hawke's Bay;New Zealand;FUR-TA-10002935;Moveis;1;320,37
LR-17035;Corporativo;Hamburg;Germany;FUR-CH-10002335;Moveis;3;219,834
GD-14590;Corporativo;Apulia;Italy;TEC-AC-10003506;Tecnologia;2;512,28
KT-16465;Consumidor;Guangdong;China;OFF-AP-10002104;Suprimentos;3;925,92
NC-18340;Consumidor;Jakarta;Indonesia;OFF-AP-10001956;Suprimentos;1;430,5708
GG-4650;Corporativo;Ulaanbaatar;Mongolia;FUR-OFF-10001552;Moveis;6;346,14
BP-11095;Corporativo;Goiás;Brazil;FUR-CH-10000265;Moveis;6;273,24
DK-13090;Consumidor;Florida;United States;TEC-CO-10003236;Tecnologia;2;959,984
BF-1020;Corporativo;Western Cape;South Africa;TEC-EPS-10002920;Tecnologia;1;259,77
MC-17605;Corporativo;Saxony;Germany;TEC-CO-10001008;Tecnologia;3;574,02
LT-7110;Consumidor;Gauteng;South Africa;FUR-BUS-10004820;Moveis;1;415,2
BN-11515;Consumidor;England;United Kingdom;FUR-BO-10001155;Moveis;2;283,8
JB-15925;Consumidor;Jawa Timur;Indonesia;FUR-BO-10003086;Moveis;1;362,5047
JC-15340;Consumidor;England;United Kingdom;TEC-CO-10004089;Tecnologia;2;262,14
JL-15835;Consumidor;California;United States;OFF-ST-10000585;Suprimentos;2;330,4
BD-11320;Consumidor;Pennsylvania;United States;FUR-CH-10000988;Moveis;5;492,835
CD-11980;Consumidor;Centre;France;OFF-AP-10001776;Suprimentos;2;505,17
JM-5655;Corporativo;Luanda;Angola;OFF-FEL-10001405;Suprimentos;2;275,58
SJ-10215;Consumidor;Imereti;Georgia;TEC-HEW-10004833;Tecnologia;4;600,48
Co-12640;Consumidor;Rio Grande do Sul;Brazil;FUR-BO-10002679;Moveis;3;250,2
GK-14620;Corporativo;Oregon;United States;TEC-PH-10002115;Tecnologia;5;263,96
ME-17725;Consumidor;São Paulo;Brazil;FUR-CH-10001130;Moveis;5;607,9
RR-19525;Corporativo;Santo Domingo;Dominican Republic;FUR-CH-10004725;Moveis;9;276,912
RF-19840;Consumidor;Parana;Brazil;TEC-CO-10003318;Tecnologia;9;888,14016
DS-13180;Corporativo;Panama;Panama;FUR-CH-10001130;Moveis;3;218,844
SR-20740;Home Office;Norte de Santander;Colombia;FUR-BO-10003530;Moveis;4;453,84
JE-15610;Corporativo;Yunnan;China;FUR-CH-10000294;Moveis;3;521,82
EB-13870;Consumidor;New York;United States;FUR-CH-10003199;Moveis;6;599,292
MB-17305;Consumidor;New York;United States;FUR-CH-10002335;Moveis;2;408,006
SZ-20035;Home Office;California;United States;FUR-FU-10001588;Moveis;5;145,9
PO-19180;Home Office;Minnesota;United States;OFF-ST-10000078;Suprimentos;3;795,51
DJ-13630;Consumidor;New South Wales;Australia;OFF-ST-10004837;Suprimentos;5;575,64
AA-10375;Consumidor;Wellington;New Zealand;FUR-BO-10001309;Moveis;1;411,75
KC-16255;Corporativo;Perak;Malaysia;FUR-CH-10001664;Moveis;3;486,09
PS-19045;Home Office;Guatemala;Guatemala;FUR-BO-10004407;Moveis;5;566
JW-16075;Consumidor;Ho Chí Minh City;Vietnam;TEC-AC-10001312;Tecnologia;14;327,4446
BK-11260;Consumidor;Hamburg;Germany;TEC-PH-10004450;Tecnologia;5;408,75
EM-13810;Corporativo;São Paulo;Brazil;TEC-PH-10001587;Tecnologia;3;152,22
TB-21055;Consumidor;Managua;Nicaragua;OFF-PA-10004294;Suprimentos;9;182,88
MG-17695;Consumidor;Utrecht;Netherlands;TEC-CO-10002326;Tecnologia;2;263,58
MH-18025;Consumidor;Thuringia;Germany;FUR-CH-10001429;Moveis;2;835,056
DW-13540;Consumidor;Victoria;Australia;TEC-MA-10001475;Tecnologia;3;298,566
JK-15625;Consumidor;Washington;United States;FUR-CH-10002602;Moveis;5;603,92
CS-12175;Corporativo;Andalusía;Spain;TEC-CO-10002916;Tecnologia;2;300,24
TM-21010;Consumidor;California;United States;OFF-ST-10000532;Suprimentos;11;423,28
AG-10525;Corporativo;Texas;United States;TEC-MA-10002210;Tecnologia;3;559,71
NW-18400;Consumidor;Oregon;United States;OFF-ST-10001097;Suprimentos;5;669,08
BS-11755;Consumidor;Michoacán;Mexico;FUR-CH-10003941;Moveis;3;728,832
CL-11890;Consumidor;Queensland;Australia;OFF-PA-10000026;Suprimentos;5;221,94
AA-10315;Consumidor;Distrito Federal;Mexico;TEC-PH-10000599;Tecnologia;3;339,36
AJ-10795;Corporativo;Catalonia;Spain;TEC-MA-10003198;Tecnologia;3;228,42
CD-12790;Home Office;Rhône-Alpes;France;FUR-BO-10001873;Moveis;3;466,722
AS-10630;Home Office;New South Wales;Australia;TEC-CO-10000972;Tecnologia;2;302,832
LT-17110;Consumidor;Distrito Federal;Mexico;FUR-TA-10002982;Moveis;3;406,704
PC-18745;Corporativo;San Pedro de Macorís;Dominican Republic;OFF-AP-10002425;Suprimentos;2;532,864
JC-15775;Consumidor;Pennsylvania;United States;OFF-ST-10000060;Suprimentos;5;259,92
JK-15205;Consumidor;San Salvador;El Salvador;FUR-CH-10001647;Moveis;2;216,04
LE-16810;Consumidor;Madrid;Spain;FUR-BO-10000936;Moveis;5;856,35
DK-13150;Corporativo;Illinois;United States;TEC-AC-10004659;Tecnologia;7;408,744
JL-5835;Consumidor;Baki;Azerbaijan;OFF-WIL-10003299;Suprimentos;8;394,56
KM-16720;Consumidor;Sabah;Malaysia;FUR-CH-10002117;Moveis;3;244,26
HK-14890;Corporativo;Alagoas;Brazil;FUR-TA-10003171;Moveis;2;358,88
YC-21895;Corporativo;Ile-de-France;France;FUR-TA-10003030;Moveis;1;176,1435
MG-17695;Consumidor;Utrecht;Netherlands;OFF-AR-10000184;Suprimentos;9;144,585
KH-16690;Corporativo;Ile-de-France;France;OFF-ST-10004267;Suprimentos;4;462,348
MP-18175;Home Office;Ile-de-France;France;FUR-CH-10002288;Moveis;8;355,968
ML-18265;Consumidor;Jakarta;Indonesia;OFF-ST-10000078;Suprimentos;3;119,52
JL-15850;Consumidor;Provence-Alpes-Côte d'Azur;France;OFF-AR-10001529;Suprimentos;5;139,65
AA-10645;Consumidor;Jawa Tengah;Indonesia;OFF-AP-10004494;Suprimentos;3;237,3219
AO-810;Corporativo;Ontario;Canada;TEC-CIS-10002598;Tecnologia;2;364,14
BF-11170;Home Office;Pinar del Río;Cuba;FUR-CH-10000843;Moveis;1;309,12
BM-11785;Consumidor;Antioquia;Colombia;FUR-BO-10001356;Moveis;3;731,82
AG-10495;Corporativo;Rhône-Alpes;France;TEC-PH-10003137;Tecnologia;3;355,3425
CC-12145;Consumidor;Bavaria;Germany;OFF-ST-10000288;Suprimentos;2;374,058
BT-11485;Home Office;Tokyo;Japan;TEC-CO-10001166;Tecnologia;2;247,86
CA-12775;Consumidor;Michigan;United States;TEC-PH-10003691;Tecnologia;1;125,99
ML-17755;Home Office;California;United States;FUR-FU-10003394;Moveis;9;629,64
RM-9375;Consumidor;Vratsa;Bulgaria;TEC-HP -10003345;Tecnologia;4;684,36
PM-18940;Consumidor;Guárico;Venezuela;TEC-CO-10001309;Tecnologia;5;757,8454
VW-21775;Corporativo;Guerrero;Mexico;TEC-PH-10001427;Tecnologia;11;594,22
MO-17500;Consumidor;Michoacán;Mexico;TEC-CO-10004152;Tecnologia;4;342,5136
PL-8925;Home Office;Khuzestan;Iran;OFF-FEL-10004016;Suprimentos;4;231,36
AD-10180;Home Office;England;United Kingdom;OFF-ST-10003995;Suprimentos;5;575,64
AG-10675;Consumidor;Lazio;Italy;OFF-BI-10004220;Suprimentos;5;145,8
TS-21340;Consumidor;Hawke's Bay;New Zealand;TEC-CO-10004394;Tecnologia;2;756,6
AG-10300;Corporativo;Chihuahua;Mexico;FUR-CH-10002653;Moveis;9;688,32
MY-17380;Corporativo;New York;United States;FUR-FU-10001290;Moveis;13;547,3
DW-13195;Corporativo;Texas;United States;FUR-CH-10003774;Moveis;5;318,43
JS-15940;Home Office;Castile-La Mancha;Spain;TEC-CO-10001008;Tecnologia;3;574,02
DP-13105;Corporativo;New York;United States;OFF-BI-10004318;Suprimentos;7;968,744
HK-14890;Corporativo;Tuscany;Italy;FUR-BO-10004704;Moveis;2;250,68
SP-20650;Corporativo;Jawa Barat;Indonesia;FUR-TA-10002095;Moveis;3;429,7293
TA-21385;Home Office;Hubei;China;TEC-CO-10001382;Tecnologia;4;497,16
EM-14140;Home Office;Maharashtra;India;TEC-CO-10003982;Tecnologia;4;507,6
HF-14995;Consumidor;Hovedstaden;Denmark;OFF-ST-10002566;Suprimentos;6;609,66
GR-14560;Corporativo;Victoria;Australia;TEC-CO-10003702;Tecnologia;2;264,492
RE-19405;Consumidor;Western Australia;Australia;FUR-CH-10000025;Moveis;7;901,908
MM-8055;Consumidor;Dagestan;Russia;TEC-SAM-10000779;Tecnologia;1;139,44
BW-11065;Consumidor;Pennsylvania;United States;OFF-ST-10002756;Suprimentos;3;324,744
DM-3525;Corporativo;Manitoba;Canada;OFF-ROG-10002132;Suprimentos;4;848,4
BP-11095;Corporativo;Pays de la Loire;France;OFF-ST-10004855;Suprimentos;3;537,03
BS-11380;Corporativo;Brandenburg;Germany;OFF-ST-10002566;Suprimentos;2;365,796
MB-18085;Consumidor;Heilongjiang;China;OFF-EN-10000615;Suprimentos;9;356,13
CD-11920;Consumidor;Brittany;France;OFF-ST-10000624;Suprimentos;6;693,198
MR-17545;Home Office;Ile-de-France;France;TEC-MA-10004609;Tecnologia;3;793,6875
BS-11380;Corporativo;Bolivar;Venezuela;TEC-AC-10002159;Tecnologia;5;490,26
LS-17245;Consumidor;Missouri;United States;FUR-FU-10001290;Moveis;3;126,3
SW-20755;Corporativo;Managua;Nicaragua;OFF-AP-10000407;Suprimentos;5;1762,3
AA-10315;Consumidor;England;United Kingdom;OFF-ST-10002900;Suprimentos;2;394,98
SV-20815;Corporativo;Jawa Barat;Indonesia;TEC-MA-10000605;Tecnologia;3;423,1755
SP-20650;Corporativo;Hubei;China;OFF-ST-10002161;Suprimentos;3;162,72
SR-20425;Home Office;Seoul;South Korea;FUR-FU-10000666;Moveis;3;263,736
JM-15655;Corporativo;Chiapas;Mexico;TEC-CO-10001580;Tecnologia;4;341,55552
SH-20635;Corporativo;Jawa Timur;Indonesia;TEC-MA-10000473;Tecnologia;5;486,1725
SC-20230;Corporativo;Basque Country;Spain;OFF-ST-10004489;Suprimentos;3;535,815
JH-6180;Consumidor;Dakar;Senegal;TEC-SHA-10001309;Tecnologia;1;295,29
SW-20245;Consumidor;Ile-de-France;France;TEC-MA-10001934;Tecnologia;1;215,322
NB-18655;Corporativo;Hamburg;Germany;OFF-AR-10000319;Suprimentos;3;157,86
SS-20140;Corporativo;Xinjiang Uygur;China;TEC-AC-10004012;Tecnologia;13;511,29
JP-15520;Consumidor;Buenos Aires;Argentina;FUR-BO-10004504;Moveis;8;541,44
NM-18520;Consumidor;Lazio;Italy;TEC-MA-10000002;Tecnologia;3;306,126
MY-18295;Corporativo;Hunan;China;TEC-MA-10000768;Tecnologia;3;505,08
CS-12355;Consumidor;Jawa Timur;Indonesia;FUR-CH-10000027;Moveis;2;670,14
SG-20470;Consumidor;Villa Clara;Cuba;TEC-AC-10001948;Tecnologia;9;333,36
CH-12070;Home Office;Michigan;United States;TEC-PH-10001809;Tecnologia;2;299,9
SW-20275;Consumidor;New York;United States;TEC-PH-10003691;Tecnologia;7;881,93
RC-19960;Consumidor;Jawa Barat;Indonesia;TEC-CO-10004507;Tecnologia;3;533,2527
ZD-11925;Consumidor;Dakar;Senegal;OFF-STA-10003756;Suprimentos;6;266,58
JD-16150;Corporativo;Camagüey;Cuba;TEC-PH-10000693;Tecnologia;9;739,8
BG-11035;Consumidor;Jawa Barat;Indonesia;TEC-MA-10004023;Tecnologia;9;643,8393
AB-10255;Home Office;Panama;Panama;FUR-BO-10002766;Moveis;2;330,144
MZ-17335;Home Office;England;United Kingdom;OFF-ST-10000922;Suprimentos;4;507,84
LT-16765;Consumidor;National Capital;Philippines;TEC-CO-10003354;Tecnologia;2;414,102
AM-705;Consumidor;Katanga;Democratic Republic of the Congo;FUR-SAU-10003872;Moveis;2;391,86
RA-19915;Consumidor;South Denmark;Denmark;TEC-MA-10004198;Tecnologia;5;430,575
PB-18805;Home Office;Ile-de-France;France;TEC-PH-10000309;Tecnologia;5;736,8225
HA-14905;Consumidor;Ucayali;Peru;TEC-CO-10001234;Tecnologia;3;380,36388
NR-18550;Consumidor;Huehuetenango;Guatemala;FUR-CH-10004755;Moveis;6;657,84
HG-15025;Consumidor;North Rhine-Westphalia;Germany;OFF-AR-10001529;Suprimentos;6;167,58
HL-15040;Consumidor;North Rhine-Westphalia;Germany;OFF-ST-10002354;Suprimentos;7;1240,974
RA-19885;Corporativo;Jalisco;Mexico;OFF-ST-10002561;Suprimentos;9;844,02
SK-19990;Consumidor;Tamaulipas;Mexico;OFF-AR-10000481;Suprimentos;8;140,96
ON-18715;Corporativo;Ile-de-France;France;FUR-CH-10000807;Moveis;4;479,196
BC-11125;Home Office;Baden-Württemberg;Germany;OFF-AR-10002805;Suprimentos;4;194,4
BE-11455;Home Office;Uttar Pradesh;India;TEC-AC-10002833;Tecnologia;8;235,92
VD-21670;Consumidor;Bangkok;Thailand;FUR-FU-10002890;Moveis;7;546,3612
EM-14095;Corporativo;Nuevo León;Mexico;OFF-BI-10003709;Suprimentos;12;403,68
DM-13015;Consumidor;Tennessee;United States;TEC-PH-10002660;Tecnologia;2;108,784
JO-15145;Corporativo;California;United States;FUR-TA-10001520;Moveis;7;399,672
ME-17320;Home Office;California;United States;TEC-PH-10001760;Tecnologia;3;477,6
KD-16495;Corporativo;New York;United States;TEC-PH-10004165;Tecnologia;2;549,98
DN-3690;Consumidor;Ontario;Canada;OFF-KIT-10003611;Suprimentos;1;570,15
MF-17665;Corporativo;La Romana;Dominican Republic;FUR-BO-10003499;Moveis;3;437,688
DO-13435;Consumidor;Campania;Italy;TEC-CO-10004664;Tecnologia;8;1165,68
MC-17635;Corporativo;São Paulo;Brazil;TEC-PH-10002708;Tecnologia;5;410,5
MT-17815;Consumidor;Querétaro;Mexico;OFF-AP-10002681;Suprimentos;2;722,36
CC-12670;Consumidor;Ica;Peru;TEC-CO-10001893;Tecnologia;4;576,7112
RA-19885;Corporativo;Beijing;China;FUR-BO-10002390;Moveis;1;362,85
MG-17695;Consumidor;Pennsylvania;United States;OFF-ST-10001370;Suprimentos;4;227,136
DB-12970;Corporativo;New York;United States;FUR-CH-10001708;Moveis;2;253,764
EB-3930;Consumidor;Dnipropetrovs'k;Ukraine;TEC-CAN-10004354;Tecnologia;2;294,3
JD-6150;Corporativo;Baghdad;Iraq;FUR-HON-10001558;Moveis;4;644,88
TS-21655;Consumidor;Potosí;Bolivia;TEC-AC-10003367;Tecnologia;5;386,3
CS-12490;Corporativo;Chihuahua;Mexico;OFF-ST-10000645;Suprimentos;4;357,68
